id,nom,prenom,civilite,adresse,ville,zipcode,num_tel,email,regime,date_naiss,date_effect,conjointbirthdate,nbrenfants,source,birthdatechild1,birthdatechild2,birthdatechild3,birthdatechild4,birthdatechild5,dcr,soin_medical,hospitalisation,optique,dentaire
7349,François,Caroline,Mme,22 Rue de la Paix,Nice,06000,0718970141,caroline.françois@sfr.fr,Régime général,24/01/1993,16/09/2024,13/07/1994,3,web,22/01/2019,04/08/2019,22/11/2012,,,22/07/2024 00:00:00,MAXI,ELEVE,ECO,MAXI
7350,Simon,Laetitia,Mme,183 Rue République,Saint-Étienne,42000,0729257911,laetitia.simon@hotmail.fr,Régime général,26/01/1970,22/03/2019,,2,MH-42,17/07/2019,11/04/2002,,,,25/01/2019 00:00:00,ELEVE,MOYEN,MAXI,ELEVE
7351,Michel,Céline,Mme,83 Rue Nationale,Montpellier,34000,0788626027,celinemichel@gmail.com,Régime agricole,19/01/1964,26/01/2022,,1,MH-42,15/02/2008,,,,,14/01/2022 00:00:00,MOYEN,MAXI,ELEVE,ELEVE
7352,Laurent,Sylvie,Mme,173 Rue des Fleurs,Nice,06000,0649614200,sylvie_laurent37@hotmail.fr,Régime TNS,03/08/1976,01/07/2025,,4,web,03/05/2001,28/04/2007,13/07/2017,26/07/2024,,20/04/2025 00:00:00,ELEVE,ELEVE,MOYEN,MAXI
7353,Lefebvre,Corinne,Mme,100 Rue Victor Hugo,Angers,49000,0659709482,corinne.lefebvre16@yahoo.fr,Régime TNS,16/10/2001,21/11/2019,26/06/2001,1,web,15/09/2019,,,,,06/11/2019 00:00:00,MOYEN,MAXI,MOYEN,ECO
7354,Thomas,Olivier,Mme,125 Rue Victor Hugo,Versailles,78000,0635504680,olivier_thomas@hotmail.fr,Régime agricole,28/05/1996,13/05/2022,,3,web,28/04/2014,16/01/2015,19/11/2014,,,15/02/2022 00:00:00,ECO,MOYEN,MOYEN,ELEVE
7355,André,François,M,62 Rue de la Paix,Créteil,94000,0791906920,françois_andre@sfr.fr,Régime TNS,01/04/1967,25/01/2023,25/05/1962,2,web,12/03/2020,28/04/2012,,,,02/12/2022 00:00:00,ELEVE,MAXI,ELEVE,MAXI
7356,Bonnet,Brigitte,Mme,65 Rue Victor Hugo,Dijon,21000,0705295438,brigitte_bonnet19@hotmail.fr,Régime général,10/04/1974,04/09/2024,11/01/1973,2,couple30_54_Vital,03/10/2001,16/10/2018,,,,31/08/2024 00:00:00,MOYEN,MAXI,ELEVE,ELEVE
7357,Morel,Audrey,Mme,162 Rue de la Paix,Argenteuil,95100,0706535123,audreymorel@gmail.com,Régime général,06/09/1941,29/01/2019,,0,web,,,,,,26/01/2019 00:00:00,MAXI,ELEVE,ELEVE,MAXI
7358,Richard,Laurent,Mme,41 Rue Victor Hugo,Angers,49000,0770494035,laurent.richard72@sfr.fr,Régime TNS,11/06/1996,14/12/2022,26/01/2000,0,web,,,,,,21/10/2022 00:00:00,MOYEN,MAXI,ELEVE,ECO
7359,Rousseau,Alexandre,M,52 Rue de la Paix,Reims,51100,0795844569,alexandre_rousseau@laposte.net,Régime agricole,15/10/1971,07/12/2020,15/08/1969,2,web,28/10/2010,19/06/1997,,,,01/11/2020 00:00:00,ELEVE,MAXI,MAXI,MAXI
7360,Mercier,Nathalie,M,186 Rue de la Paix,Nice,06000,0761596138,nathaliemercier31@orange.fr,Régime général,07/04/1959,10/04/2021,07/01/1956,0,MH-32MC,,,,,,22/02/2021 00:00:00,MOYEN,ELEVE,MAXI,MAXI
7361,Muller,Brigitte,Mme,165 Rue Nationale,Montreuil,93100,0709827232,brigittemuller@free.fr,Régime général,25/01/1980,02/10/2024,,0,web,,,,,,09/07/2024 00:00:00,ELEVE,ELEVE,MOYEN,ECO
7362,Perrin,Jacques,M,62 Rue Nationale,Rennes,35000,0613494933,jacques_perrin@laposte.net,Régime agricole,09/10/1970,03/12/2022,,1,ERIC,22/01/2016,,,,,14/10/2022 00:00:00,ELEVE,MAXI,ELEVE,ELEVE
7363,Simon,François,Mme,132 Rue Victor Hugo,Grenoble,38000,0746548236,françoissimon@yahoo.fr,Hors sécu,01/06/1969,01/01/2020,27/05/1968,0,web,,,,,,17/10/2019 00:00:00,ELEVE,ECO,MOYEN,ECO
7364,Martin,Jacques,Mme,194 Rue Victor Hugo,Lyon,69001,0798378472,jacquesmartin@sfr.fr,Hors sécu,19/04/1991,02/03/2019,,1,web,19/07/2014,,,,,24/01/2019 00:00:00,ELEVE,MOYEN,ELEVE,ELEVE
7365,François,Alexandre,M,45 Rue des Fleurs,Bordeaux,33000,0660128257,alexandrefrançois@sfr.fr,Régime agricole,19/01/1946,18/03/2023,10/05/1945,0,MH-60S,,,,,,09/03/2023 00:00:00,MAXI,ECO,ELEVE,MAXI
7366,Durand,Laurent,Mme,3 Rue République,Dijon,21000,0631328222,laurent.durand@gmail.com,Régime TNS,14/11/1996,25/01/2021,,1,web,11/09/2016,,,,,28/10/2020 00:00:00,ELEVE,MAXI,ECO,ELEVE
7367,Rousseau,Alain,Mme,93 Rue des Fleurs,Nice,06000,0701502471,alain_rousseau@yahoo.fr,Régime général,11/12/1946,29/05/2024,18/12/1944,2,web,20/06/2011,17/05/2015,,,,14/03/2024 00:00:00,ELEVE,MAXI,MAXI,MAXI
7368,Lefebvre,Didier,Mme,129 Rue de la Paix,Saint-Étienne,42000,0633902383,didier_lefebvre@laposte.net,Régime général,10/12/1992,02/05/2024,,2,Celibataire_178_Vital,01/07/2021,04/06/2019,,,,24/02/2024 00:00:00,MOYEN,ELEVE,MOYEN,ECO
7369,Nicolas,Monique,Mme,154 Rue de la Paix,Montreuil,93100,0704421491,monique.nicolas@orange.fr,Régime général,22/06/1956,30/05/2025,,0,MH-80,,,,,,09/04/2025 00:00:00,ELEVE,MOYEN,MAXI,MOYEN
7370,Clement,Martine,M,99 Rue Victor Hugo,Bordeaux,33000,0753092954,martineclement1@yahoo.fr,Hors sécu,15/07/1954,08/06/2023,04/06/1956,3,web,04/05/2022,05/02/2009,10/02/2022,,,05/06/2023 00:00:00,MOYEN,MAXI,MAXI,ELEVE
7371,Blanc,Nicolas,M,41 Rue des Fleurs,Rennes,35000,0735388254,nicolasblanc6@free.fr,Régime TNS,23/05/1994,06/07/2022,,0,web,,,,,,22/05/2022 00:00:00,MOYEN,MAXI,MAXI,MOYEN
7372,Lefevre,Pierre,M,78 Rue des Fleurs,Versailles,78000,0780295623,pierrelefevre@sfr.fr,Régime général,16/01/1973,03/10/2019,27/09/1974,0,web,,,,,,11/07/2019 00:00:00,ECO,MAXI,MAXI,MOYEN
7373,Lambert,Isabelle,M,181 Rue République,Toulon,83000,0658901911,isabelle_lambert@hotmail.fr,Régime général,06/12/1965,28/11/2022,,2,web,23/08/2007,18/03/2020,,,,27/10/2022 00:00:00,MOYEN,MOYEN,ELEVE,MAXI
7374,Richard,Bruno,M,136 Rue Nationale,Lille,59000,0748735596,bruno.richard57@sfr.fr,Régime général,12/02/1990,03/12/2019,,1,web,03/05/2015,,,,,05/09/2019 00:00:00,ELEVE,MOYEN,ECO,MOYEN
7375,Lambert,Bruno,Mme,31 Rue République,Toulon,83000,0731673308,bruno_lambert9@hotmail.fr,Régime général,24/07/1995,09/11/2024,,0,web,,,,,,30/08/2024 00:00:00,MAXI,MAXI,MOYEN,MOYEN
7376,Morel,Brigitte,M,136 Rue des Fleurs,Montreuil,93100,0786753905,brigitte_morel@free.fr,Régime CFE,01/11/1948,07/03/2021,,1,web,22/09/2013,,,,,03/01/2021 00:00:00,MAXI,ELEVE,ELEVE,MOYEN
7377,Lefebvre,Philippe,M,54 Rue Victor Hugo,Nantes,44000,0715030609,philippelefebvre@free.fr,Régime général,22/12/1950,27/02/2019,05/11/1947,0,web,,,,,,13/02/2019 00:00:00,MOYEN,MAXI,MAXI,ELEVE
7378,Fournier,Delphine,M,4 Rue République,Créteil,94000,0724455805,delphinefournier88@laposte.net,Régime général,11/03/1984,15/10/2020,08/01/1984,0,MH-80,,,,,,08/10/2020 00:00:00,MOYEN,MAXI,MAXI,MOYEN
7379,Henry,Marc,Mme,121 Rue de la Paix,Marseille,13001,0686380205,marc.henry77@sfr.fr,Régime général,25/10/1997,12/10/2021,05/12/2002,1,web,02/06/2021,,,,,21/09/2021 00:00:00,MAXI,MOYEN,ELEVE,ELEVE
7380,Roux,Sandrine,Mme,50 Rue Nationale,Argenteuil,95100,0685049077,sandrine_roux@laposte.net,Régime général,15/10/1977,31/07/2022,12/06/1980,2,web,02/05/2002,07/03/2022,,,,01/07/2022 00:00:00,MOYEN,MAXI,MOYEN,MOYEN
7381,Michel,Bruno,M,93 Rue Nationale,Toulon,83000,0776279027,brunomichel@sfr.fr,Régime général,22/12/1975,08/03/2019,,1,web,18/07/2008,,,,,22/02/2019 00:00:00,MOYEN,MOYEN,MAXI,ELEVE
7382,Laurent,Didier,Mme,51 Rue Victor Hugo,Nice,06000,0632345038,didier_laurent@laposte.net,Régime général,28/08/1940,31/01/2021,,1,MH-42,13/12/2011,,,,,06/11/2020 00:00:00,MAXI,MOYEN,ELEVE,MAXI
7383,Laurent,Chantal,Mme,158 Rue de la Paix,Saint-Étienne,42000,0771585846,chantallaurent@orange.fr,Régime agricole,10/02/1995,24/12/2022,,2,web,17/12/2021,06/07/2015,,,,13/11/2022 00:00:00,MAXI,MOYEN,ECO,ELEVE
7384,Durand,Didier,Mme,20 Rue République,Versailles,78000,0641846094,didierdurand47@orange.fr,Régime général,06/09/1976,16/02/2024,06/11/1981,0,Celibataire_45_Eric,,,,,,03/02/2024 00:00:00,MAXI,ELEVE,ELEVE,MAXI
7385,Vincent,Nathalie,M,136 Rue des Fleurs,Rennes,35000,0728715857,nathalie_vincent@sfr.fr,Régime agricole,23/03/1948,03/11/2023,03/06/1951,1,fb-compagne-2023,14/12/2001,,,,,03/10/2023 00:00:00,MOYEN,ECO,ELEVE,MAXI
7386,Thomas,Thierry,Mme,53 Rue Nationale,Versailles,78000,0684707225,thierry.thomas@hotmail.fr,Régime général,02/11/1966,12/03/2021,,2,web,17/03/1997,08/11/1995,,,,30/12/2020 00:00:00,MOYEN,MAXI,ELEVE,ELEVE
7387,Lefevre,Sébastien,Mme,87 Rue Nationale,Toulouse,31000,0609041542,sebastien_lefevre@orange.fr,Régime agricole,18/06/1959,21/02/2019,22/08/1959,3,web,24/01/1999,07/12/2008,08/01/2014,,,12/01/2019 00:00:00,ELEVE,MAXI,ELEVE,ELEVE
7388,Perrin,Nicolas,M,179 Rue République,Dijon,21000,0778013852,nicolas.perrin@gmail.com,Régime TNS,20/11/2005,24/01/2025,,0,ORANGE_01_09,,,,,,17/01/2025 00:00:00,MAXI,MOYEN,ELEVE,MOYEN
7389,Roussel,Caroline,M,197 Rue Nationale,Reims,51100,0696455899,carolineroussel@free.fr,Régime général,22/12/1955,26/03/2025,01/09/1952,0,DR,,,,,,25/03/2025 00:00:00,ECO,ELEVE,ELEVE,MOYEN
7390,Mathieu,Jacqueline,M,114 Rue de la Paix,Strasbourg,67000,0691583569,jacqueline.mathieu@sfr.fr,Régime général,23/08/1966,07/02/2021,,0,web,,,,,,02/01/2021 00:00:00,ELEVE,MOYEN,MOYEN,MOYEN
7391,Lefebvre,Karine,Mme,83 Rue Victor Hugo,Créteil,94000,0683759982,karine_lefebvre@orange.fr,Régime général,12/05/1970,11/07/2019,17/03/1968,0,MH2,,,,,,14/06/2019 00:00:00,ECO,ECO,MOYEN,ELEVE
7392,Lopez,Thierry,Mme,90 Rue des Fleurs,Rennes,35000,0768443138,thierrylopez60@sfr.fr,Régime général,02/04/1982,26/05/2022,06/06/1985,1,web,04/08/2004,,,,,19/04/2022 00:00:00,MAXI,MAXI,ELEVE,MOYEN
7393,Richard,Christian,Mme,182 Rue de la Paix,Versailles,78000,0752650550,christianrichard@gmail.com,Régime général,04/05/1998,20/09/2022,,0,web,,,,,,16/07/2022 00:00:00,ELEVE,ELEVE,ELEVE,MOYEN
7394,Faure,Bernard,Mme,144 Rue Victor Hugo,Créteil,94000,0751648167,bernard_faure52@free.fr,Régime TNS,27/09/1972,18/11/2021,,1,MH-32MC,17/08/2012,,,,,05/11/2021 00:00:00,ELEVE,MOYEN,MAXI,MAXI
7395,André,Patricia,Mme,20 Rue de la Paix,Boulogne-Billancourt,92100,0777266447,patriciaandre@laposte.net,Régime général,11/10/1960,08/07/2019,07/07/1963,1,ERIC,04/11/2008,,,,,10/04/2019 00:00:00,ELEVE,MAXI,MAXI,MAXI
7396,Mercier,Christine,Mme,3 Rue Nationale,Nice,06000,0760049874,christinemercier@hotmail.fr,Régime général,15/08/1941,13/05/2021,27/10/1941,1,web,22/05/2011,,,,,02/05/2021 00:00:00,MOYEN,ELEVE,MAXI,ELEVE
7397,Bertrand,Laurent,Mme,68 Rue Victor Hugo,Lyon,69001,0782607469,laurent.bertrand@yahoo.fr,Régime général,15/12/1952,29/03/2025,07/06/1957,0,web,,,,,,13/03/2025 00:00:00,MAXI,MAXI,MAXI,ECO
7398,Laurent,Bernard,Mme,114 Rue République,Angers,49000,0681784219,bernard_laurent@hotmail.fr,Régime agricole,10/09/2000,05/05/2019,,0,web,,,,,,08/03/2019 00:00:00,ELEVE,ELEVE,MOYEN,ELEVE
7399,Lambert,Véronique,M,67 Rue République,Bordeaux,33000,0640476304,veronique_lambert@yahoo.fr,Régime agricole,17/07/1985,12/04/2021,18/09/1988,1,web,27/06/2012,,,,,04/03/2021 00:00:00,MOYEN,ELEVE,MOYEN,ELEVE
7400,Mercier,Patricia,M,109 Rue des Fleurs,Boulogne-Billancourt,92100,0625018790,patricia.mercier@orange.fr,Régime général,19/12/1960,03/06/2025,,1,web,09/05/2025,,,,,19/05/2025 00:00:00,MOYEN,MOYEN,ELEVE,MAXI
7401,Laurent,François,Mme,190 Rue Victor Hugo,Rennes,35000,0613481988,françoislaurent@hotmail.fr,Régime général,01/09/1982,06/11/2024,03/06/1982,0,web,,,,,,31/10/2024 00:00:00,ELEVE,ELEVE,MAXI,MOYEN
7402,Mathieu,Jacques,Mme,149 Rue République,Bordeaux,33000,0655075426,jacques.mathieu33@hotmail.fr,Régime général,12/02/1963,07/05/2024,,0,web,,,,,,22/03/2024 00:00:00,MAXI,MAXI,MOYEN,MAXI
7403,Mercier,Brigitte,M,104 Rue de la Paix,Grenoble,38000,0687892823,brigitte_mercier@hotmail.fr,Régime agricole,20/05/1979,10/11/2022,,3,web,26/06/1997,17/01/2008,23/02/2005,,,23/09/2022 00:00:00,MOYEN,ECO,MOYEN,MOYEN
7404,Rousseau,Caroline,Mme,5 Rue de la Paix,Toulon,83000,0609768653,carolinerousseau@laposte.net,Régime général,26/09/1991,13/09/2025,,2,web,21/12/2024,26/10/2017,,,,01/09/2025 00:00:00,ELEVE,MOYEN,MOYEN,ELEVE
7405,Martin,Bernard,Mme,47 Rue des Fleurs,Montpellier,34000,0694139125,bernard_martin17@orange.fr,Hors sécu,24/09/1967,19/03/2023,20/05/1970,2,MH-80,26/03/2017,07/08/2008,,,,05/03/2023 00:00:00,MAXI,MAXI,MOYEN,MAXI
7406,Nicolas,Marie,M,186 Rue Victor Hugo,Toulouse,31000,0639934299,marienicolas@free.fr,Régime général,07/06/1967,30/04/2019,,3,web,09/11/1994,08/01/2008,15/03/1998,,,23/04/2019 00:00:00,ELEVE,MAXI,ECO,ELEVE
7407,Fontaine,Jean,M,166 Rue République,Le Havre,76600,0772667836,jeanfontaine@laposte.net,Régime TNS,02/01/1951,19/06/2023,,2,web,02/07/2005,12/01/2002,,,,27/04/2023 00:00:00,MAXI,MOYEN,MOYEN,ELEVE
7408,Dumont,Pierre,M,119 Rue de la Paix,Bordeaux,33000,0778046940,pierre_dumont82@free.fr,Régime général,12/05/1995,02/09/2022,,0,web,,,,,,01/09/2022 00:00:00,ELEVE,MOYEN,ELEVE,MOYEN
7409,Gauthier,Christian,M,128 Rue des Fleurs,Reims,51100,0779916414,christian_gauthier70@gmail.com,Régime général,14/10/1953,09/11/2019,12/04/1955,0,web,,,,,,09/11/2019 00:00:00,MOYEN,MOYEN,ELEVE,MOYEN
7410,Moreau,Martine,M,34 Rue République,Créteil,94000,0753719521,martine_moreau@sfr.fr,Régime général,27/08/1997,30/03/2022,,1,Celibataire_45_Eric,05/01/2022,,,,,01/03/2022 00:00:00,ECO,MOYEN,MOYEN,ELEVE
7411,Dubois,Corinne,M,143 Rue de la Paix,Saint-Denis,93200,0772354029,corinne_dubois62@gmail.com,Régime général,11/04/1951,13/01/2021,,0,MH-50M-Eric,,,,,,15/10/2020 00:00:00,ELEVE,MOYEN,ELEVE,MAXI
7412,Nicolas,Pascal,Mme,73 Rue de la Paix,Nice,06000,0690413423,pascalnicolas17@free.fr,Régime général,06/01/1968,07/06/2024,05/11/1964,0,web,,,,,,28/05/2024 00:00:00,MAXI,MOYEN,MOYEN,ELEVE
7413,Simon,Christine,M,149 Rue des Fleurs,Villeurbanne,69100,0720005990,christine.simon@free.fr,Régime CFE,25/03/2000,14/08/2024,,0,web,,,,,,08/08/2024 00:00:00,MOYEN,MOYEN,ELEVE,MOYEN
7414,Faure,Jacqueline,Mme,142 Rue Victor Hugo,Saint-Étienne,42000,0781098982,jacquelinefaure@orange.fr,Régime général,24/11/1963,22/11/2024,07/01/1966,1,web,01/11/2024,,,,,30/08/2024 00:00:00,ELEVE,ELEVE,ELEVE,ELEVE
7415,Clement,Olivier,M,113 Rue Nationale,Montpellier,34000,0647230668,olivier_clement@sfr.fr,Régime général,05/06/1956,10/02/2019,,2,Celibataire_45_Eric,24/03/2012,17/11/2011,,,,05/02/2019 00:00:00,MOYEN,MOYEN,ELEVE,MOYEN
7416,Blanc,Corinne,Mme,46 Rue Nationale,Boulogne-Billancourt,92100,0693627197,corinne.blanc@free.fr,Régime général,13/02/1951,11/01/2022,17/05/1947,0,MH-42,,,,,,15/12/2021 00:00:00,ELEVE,ELEVE,MAXI,MOYEN
7417,Richard,Audrey,Mme,77 Rue République,Rennes,35000,0711817451,audreyrichard@yahoo.fr,Régime général,12/07/1998,21/08/2023,22/08/1994,2,web,12/03/2018,11/11/2020,,,,12/07/2023 00:00:00,MAXI,MOYEN,ELEVE,MAXI
7418,Michel,Christine,Mme,167 Rue des Fleurs,Montpellier,34000,0625380154,christine.michel@sfr.fr,Régime agricole,18/02/1996,16/02/2023,,2,web,06/03/2018,08/12/2019,,,,29/12/2022 00:00:00,ELEVE,MOYEN,MAXI,MOYEN
7419,Laurent,Céline,M,141 Rue République,Le Havre,76600,0709460909,celine.laurent@gmail.com,Régime agricole,10/01/1990,23/07/2019,,1,ERIC,09/08/2017,,,,,11/07/2019 00:00:00,MAXI,MOYEN,MOYEN,MAXI
7420,Blanc,Christophe,Mme,46 Rue République,Le Havre,76600,0707225543,christophe.blanc98@free.fr,Régime agricole,28/02/1954,01/07/2023,,0,MH-32MC,,,,,,05/05/2023 00:00:00,MAXI,MAXI,MAXI,MOYEN
7421,Leroy,Céline,Mme,103 Rue République,Nîmes,30000,0682030660,celine_leroy@free.fr,Régime général,05/08/1954,19/02/2025,,3,web,10/02/2004,15/10/2017,02/12/2010,,,04/02/2025 00:00:00,ELEVE,MAXI,MAXI,ELEVE
7422,Lopez,Marc,M,23 Rue République,Villeurbanne,69100,0790255150,marc.lopez@orange.fr,Régime TNS,02/07/1991,15/10/2021,,2,web,08/10/2016,20/07/2021,,,,07/10/2021 00:00:00,MOYEN,ELEVE,MAXI,MAXI
7423,Bonnet,Gérard,M,28 Rue République,Bordeaux,33000,0732164471,gerard.bonnet@yahoo.fr,Régime général,05/10/1967,14/05/2019,27/02/1967,0,web,,,,,,12/03/2019 00:00:00,ELEVE,ELEVE,ELEVE,ELEVE
7424,Lefebvre,Françoise,Mme,173 Rue République,Nantes,44000,0798747120,françoiselefebvre@gmail.com,Régime général,13/08/1961,06/04/2025,,0,web,,,,,,05/04/2025 00:00:00,ECO,MAXI,ELEVE,ELEVE
7425,Roux,Philippe,M,72 Rue Victor Hugo,Nice,06000,0719205673,philippe_roux@hotmail.fr,Régime général,11/04/1984,01/11/2019,08/01/1989,1,web,22/10/2009,,,,,10/08/2019 00:00:00,MOYEN,ELEVE,ECO,ELEVE
7426,Fournier,Laurent,Mme,183 Rue des Fleurs,Villeurbanne,69100,0785966133,laurentfournier@hotmail.fr,Régime général,05/11/1951,09/06/2023,19/07/1951,2,DR,24/10/2020,27/07/2008,,,,30/04/2023 00:00:00,MOYEN,MOYEN,MOYEN,MOYEN
7427,Rousseau,Monique,Mme,30 Rue République,Montreuil,93100,0764662914,moniquerousseau@free.fr,Régime général,11/11/1973,04/08/2021,17/12/1974,1,DR,21/07/2011,,,,,10/07/2021 00:00:00,MAXI,ELEVE,ELEVE,MOYEN
7428,Faure,Laetitia,M,17 Rue République,Créteil,94000,0718115905,laetitiafaure@hotmail.fr,Régime général,07/11/1974,24/03/2024,16/08/1970,0,web,,,,,,22/03/2024 00:00:00,MAXI,ELEVE,ECO,MAXI
7429,Morel,Véronique,Mme,29 Rue de la Paix,Marseille,13001,0702034401,veronique_morel28@sfr.fr,Régime agricole,08/09/1981,05/03/2024,,1,MH2,15/02/2013,,,,,19/01/2024 00:00:00,MOYEN,ECO,MAXI,ELEVE
7430,Girard,Nathalie,M,8 Rue Victor Hugo,Grenoble,38000,0778579727,nathaliegirard@gmail.com,Régime général,07/11/1957,21/06/2019,08/09/1961,0,web,,,,,,06/05/2019 00:00:00,MOYEN,MOYEN,MOYEN,MOYEN
7431,Bertrand,Christine,Mme,27 Rue République,Angers,49000,0713262730,christine.bertrand@gmail.com,Régime général,19/04/1954,12/08/2019,16/06/1958,0,web,,,,,,28/07/2019 00:00:00,MOYEN,MAXI,ELEVE,ELEVE
7432,Blanc,Olivier,M,146 Rue de la Paix,Villeurbanne,69100,0772776623,olivier.blanc@hotmail.fr,Régime général,04/06/1965,28/01/2022,17/04/1962,1,Celibataire_45_Eric,17/09/2005,,,,,27/01/2022 00:00:00,ELEVE,ELEVE,MAXI,MAXI
7433,Richard,François,M,1 Rue Nationale,Le Havre,76600,0740978212,françois_richard@free.fr,Hors sécu,14/06/1980,13/07/2023,06/01/1978,1,MH-80,20/10/2015,,,,,09/06/2023 00:00:00,MAXI,ECO,MAXI,ELEVE
7434,Clement,Isabelle,Mme,190 Rue Nationale,Paris,75001,0755212156,isabelle.clement@yahoo.fr,Régime général,23/04/1987,05/05/2023,,2,web,25/10/2005,25/02/2022,,,,13/02/2023 00:00:00,ECO,MOYEN,MOYEN,ECO
7435,Thomas,Émilie,M,88 Rue de la Paix,Nantes,44000,0709405902,emiliethomas@hotmail.fr,Alsace-Moselle,08/12/1978,28/03/2022,,4,web,18/06/2001,23/02/2003,04/12/2014,16/01/2013,,16/02/2022 00:00:00,ELEVE,ELEVE,MOYEN,ELEVE
7436,Durand,Eric,M,21 Rue Nationale,Bordeaux,33000,0798628605,eric_durand@gmail.com,Régime général,20/05/1962,27/07/2019,,1,web,26/12/2000,,,,,13/07/2019 00:00:00,ELEVE,ELEVE,MOYEN,MAXI
7437,Robert,Marie,M,180 Rue des Fleurs,Toulon,83000,0672907100,marie.robert@laposte.net,Régime général,12/12/1999,14/06/2024,17/07/1997,1,fb-mutuelle-senior-mars-1,28/07/2022,,,,,26/05/2024 00:00:00,MAXI,ELEVE,MOYEN,ELEVE
7438,Garcia,Marie,M,41 Rue des Fleurs,Nîmes,30000,0621731135,marie.garcia4@yahoo.fr,Régime TNS,10/03/1966,29/05/2024,,1,MH-42,12/06/2022,,,,,09/03/2024 00:00:00,ELEVE,ELEVE,MOYEN,ELEVE
7439,François,Catherine,Mme,160 Rue de la Paix,Bordeaux,33000,0640019646,catherine.françois@sfr.fr,Régime général,28/02/1971,27/02/2021,05/09/1968,1,web,06/05/1998,,,,,04/02/2021 00:00:00,MAXI,ELEVE,MAXI,ELEVE
7440,David,Alexandre,M,124 Rue des Fleurs,Angers,49000,0633164610,alexandre_david50@gmail.com,Alsace-Moselle,02/08/1959,17/01/2025,,3,web,03/09/2005,25/04/2007,19/09/2004,,,07/01/2025 00:00:00,ELEVE,MAXI,MAXI,MAXI
7441,Martin,Marie,M,158 Rue des Fleurs,Nîmes,30000,0734770588,marie.martin@hotmail.fr,Régime agricole,26/09/1943,06/03/2021,15/05/1945,2,web,23/10/2004,12/06/2005,,,,25/12/2020 00:00:00,ELEVE,ELEVE,ELEVE,MAXI
7442,Bonnet,Michel,M,1 Rue Nationale,Lyon,69001,0728459049,michel.bonnet32@orange.fr,Régime général,01/07/1974,23/02/2023,,2,web,10/01/2014,18/04/2002,,,,29/01/2023 00:00:00,ELEVE,ECO,ELEVE,MOYEN
7443,Perrin,Alexandre,Mme,170 Rue Nationale,Créteil,94000,0758026105,alexandre.perrin@yahoo.fr,Régime TNS,08/10/1985,10/04/2024,,3,web,26/12/2010,17/03/2020,04/02/2017,,,10/04/2024 00:00:00,MAXI,MAXI,ELEVE,MOYEN
7444,Guerin,Nicolas,Mme,44 Rue de la Paix,Toulon,83000,0753413261,nicolas.guerin@sfr.fr,Régime général,10/06/1981,02/10/2020,,2,web,19/06/2004,23/02/2007,,,,30/09/2020 00:00:00,ECO,ELEVE,MOYEN,ELEVE
7445,Gauthier,Sébastien,Mme,159 Rue République,Reims,51100,0696612567,sebastien_gauthier98@gmail.com,Régime général,05/09/1952,04/02/2022,02/05/1957,0,MH50-Eric,,,,,,25/11/2021 00:00:00,ECO,MAXI,MOYEN,MAXI
7446,Moreau,Didier,Mme,24 Rue République,Saint-Étienne,42000,0633047382,didiermoreau72@hotmail.fr,Régime général,28/10/1986,25/03/2019,,1,web,14/08/2007,,,,,20/02/2019 00:00:00,MOYEN,ECO,MAXI,ELEVE
7447,Simon,Audrey,Mme,149 Rue de la Paix,Montpellier,34000,0710949023,audreysimon@orange.fr,Régime agricole,10/05/1971,16/09/2021,22/11/1967,3,MH-42,18/06/1997,07/12/1998,20/09/2006,,,02/08/2021 00:00:00,ELEVE,MOYEN,MAXI,MOYEN
7448,Muller,Laurent,Mme,103 Rue de la Paix,Villeurbanne,69100,0716691610,laurentmuller@orange.fr,Régime agricole,03/08/1962,28/09/2021,23/05/1960,1,web,15/11/2007,,,,,01/08/2021 00:00:00,MOYEN,ELEVE,MAXI,MAXI
7449,Fontaine,Émilie,Mme,154 Rue République,Lille,59000,0687838537,emiliefontaine55@orange.fr,Régime agricole,21/01/1991,21/03/2019,,2,web,06/07/2018,03/05/2015,,,,20/02/2019 00:00:00,MOYEN,MOYEN,ECO,MOYEN
7450,Martin,Sophie,M,122 Rue Victor Hugo,Lyon,69001,0619643355,sophie.martin55@sfr.fr,Régime général,11/06/1949,04/11/2021,04/01/1944,0,web,,,,,,15/10/2021 00:00:00,MOYEN,MAXI,MOYEN,MOYEN
7451,Mathieu,Alain,Mme,167 Rue des Fleurs,Angers,49000,0712377070,alainmathieu@laposte.net,Régime TNS,14/12/2002,30/12/2020,,0,web,,,,,,13/12/2020 00:00:00,ELEVE,ECO,MOYEN,MOYEN
7452,Garnier,Delphine,M,111 Rue Victor Hugo,Montreuil,93100,0696619478,delphine_garnier@gmail.com,Régime général,27/12/1958,05/12/2022,28/03/1956,0,Celibataire_178_Vital,,,,,,12/09/2022 00:00:00,MOYEN,MAXI,MOYEN,ELEVE
7453,Nicolas,Gérard,Mme,12 Rue de la Paix,Bordeaux,33000,0651179920,gerard_nicolas43@laposte.net,Régime agricole,08/08/1971,15/02/2022,05/08/1966,0,web,,,,,,17/11/2021 00:00:00,ELEVE,MOYEN,ELEVE,ELEVE
7454,Petit,Nicole,Mme,48 Rue Nationale,Rennes,35000,0639347664,nicolepetit@hotmail.fr,Régime TNS,20/02/2001,18/06/2024,27/06/2000,0,MH-60S,,,,,,25/05/2024 00:00:00,MOYEN,ELEVE,MOYEN,ELEVE
